condition,location,price,title,url
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",410 lv.,"#Xiaomi redmi Note 9s , 64GB / 4GB RAM , Green.",https://www.olx.bg/ad/xiaomi-redmi-note-9s-64gb-4gb-ram-green-CID632-ID8oBV0.html
novo,"Studentski grad, gr. Sofiya, Oblast Sofiya-grad",400 lv.,"Mobile Group predlaga: #Huawei P Smart Z , 64GB , Black",https://www.olx.bg/ad/mobile-group-predlaga-huawei-p-smart-z-64gb-black-CID632-ID86iv4.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",430 lv.,"#Xiaomi Redmi Note 9 Pro,64GB,Green",https://www.olx.bg/ad/xiaomi-redmi-note-9-pro-64gb-green-CID632-ID8i0U4.html
izpolzvano,"Industrialna zona - zapad, gr. Stara Zagora, Oblast Stara Zagora",340 lv.,Iphone 6s space gray 64 Gb,https://www.olx.bg/ad/iphone-6s-space-gray-64-gb-CID632-ID8fjyf.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",300 lv.,"Huawei P Smart , Black , 64GB",https://www.olx.bg/ad/huawei-p-smart-black-64gb-CID632-ID8ccDw.html
izpolzvano,"Mladost 3, gr. Sofiya, Oblast Sofiya-grad",150 lv.,Samsung Galaxy J7 2017,https://www.olx.bg/ad/samsung-galaxy-j7-2017-CID632-ID8qcTK.html
izpolzvano,"Metalurg, gr. Vratsa, Oblast Vratsa",200 lv.,Huawei P smart 2019,https://www.olx.bg/ad/huawei-p-smart-2019-CID632-ID8qcTE.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",450 lv.,"Mobile Group predlaga: #Huawei P30 lite , 128GB , Black",https://www.olx.bg/ad/mobile-group-predlaga-huawei-p30-lite-128gb-black-CID632-ID86ium.html
izpolzvano,"gr. Chepelare, Oblast Smolyan",200 lv.,Mnogo zapazena Nokia 6.1,https://www.olx.bg/ad/mnogo-zapazena-nokia-6-1-CID632-ID8qcUi.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",379 lv.,Xiaomi Redmi Note 8 Pro Dual Sim 128GB 6GB RAM,https://www.olx.bg/ad/xiaomi-redmi-note-8-pro-dual-sim-128gb-6gb-ram-CID632-ID8cwYQ.html
novo,"Kolhozen pazar, gr. Varna, Oblast Varna",600 lv.,Samsung Galaxy A71,https://www.olx.bg/ad/samsung-galaxy-a71-CID632-ID8qcYn.html
izpolzvano,"Avren, gr. Yambol, Oblast Yambol",60 lv.,NOKIA E71 perfektno sastoyanie,https://www.olx.bg/ad/nokia-e71-perfektno-sastoyanie-CID632-ID8mzk8.html
izpolzvano,"s. German, Oblast Sofiya-grad",500 lv.,IPhone 8,https://www.olx.bg/ad/iphone-8-CID632-ID8qcYp.html
izpolzvano,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",95 lv.,"Otlichen Nokia N97 3.5"" 5MP 128 MB RAM 32 GB 1500 mAh",https://www.olx.bg/ad/otlichen-nokia-n97-3-5-5mp-128-mb-ram-32-gb-1500-mah-CID632-ID8qcYf.html
izpolzvano,"Oborishte, gr. Sofiya, Oblast Sofiya-grad",195 lv.,Telefon Blackview BV6100,https://www.olx.bg/ad/telefon-blackview-bv6100-CID632-ID8qcYO.html
izpolzvano,"Tsentralna gara, gr. Plovdiv, Oblast Plovdiv",2309 lv.,Apple iPhone 12 Pro Max 256GB Blue 24 mesetsa garantsiya Telenor,https://www.olx.bg/ad/apple-iphone-12-pro-max-256gb-blue-24-mesetsa-garantsiya-telenor-CID632-ID8qcYR.html
izpolzvano,"Hristo Botev, gr. Sofiya, Oblast Sofiya-grad",50 lv.,Samsung Galaxy J7 2017 (za smyana na displey),https://www.olx.bg/ad/samsung-galaxy-j7-2017-za-smyana-na-displey-CID632-ID8qcYC.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",469 lv.,"Barter/Huawei Mate Mate 20 Pro-6.39""Oled Display-128GB ROM-BL9",https://www.olx.bg/ad/barter-huawei-mate-mate-20-pro-6-39-oled-display-128gb-rom-bl9-CID632-ID8jS7P.html
izpolzvano,"Pobeda, gr. Burgas, Oblast Burgas",160 lv.,Prodavam samsung note 8,https://www.olx.bg/ad/prodavam-samsung-note-8-CID632-ID8mdVm.html
izpolzvano,"Tsentar, gr. Dobrich, Oblast Dobrich",299 lv.,Samsung s8 plus BEZ KOMENTAR,https://www.olx.bg/ad/samsung-s8-plus-bez-komentar-CID632-ID8iPkH.html
izpolzvano,"Boyan Balgaranov 1, gr. Shumen, Oblast Shumen",70 lv.,Mobilen telefon Samsung Galaxy Core 2,https://www.olx.bg/ad/mobilen-telefon-samsung-galaxy-core-2-CID632-ID8qcJc.html
izpolzvano,"Generalite, gr. Varna, Oblast Varna",1100 lv.,Samsung Note 10+,https://www.olx.bg/ad/samsung-note-10-CID632-ID8qcJ7.html
izpolzvano,"Musagenitsa, gr. Sofiya, Oblast Sofiya-grad",429 lv.,Iphone 8 64GB Space Gray Otlichen! Garantsiya!,https://www.olx.bg/ad/iphone-8-64gb-space-gray-otlichen-garantsiya-CID632-ID8o9bP.html
izpolzvano,"Lyulin 10, gr. Sofiya, Oblast Sofiya-grad",270 lv.,Honor 8x,https://www.olx.bg/ad/honor-8x-CID632-ID8jpQp.html
izpolzvano,"Mladost 1A, gr. Sofiya, Oblast Sofiya-grad",250 lv.,Xiomi MI A3 Dual Sim 4GB RAM 64GB,https://www.olx.bg/ad/xiomi-mi-a3-dual-sim-4gb-ram-64gb-CID632-ID8qcJV.html
izpolzvano,"Zheleznik - iztok, gr. Stara Zagora, Oblast Stara Zagora",300 lv.,Iphone 8,https://www.olx.bg/ad/iphone-8-CID632-ID8kZt3.html
izpolzvano,"Musagenitsa, gr. Sofiya, Oblast Sofiya-grad",699 lv.,IPhone XR Black 128GB Neverlock Otlichen! Garantsiya!,https://www.olx.bg/ad/iphone-xr-black-128gb-neverlock-otlichen-garantsiya-CID632-ID8o5q0.html
izpolzvano,"Promishlena zona - Zapad, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",580 lv.,Samsung Galaxy S10 Prism Blue,https://www.olx.bg/ad/samsung-galaxy-s10-prism-blue-CID632-ID8oxUL.html
izpolzvano,"Belomorski, gr. Plovdiv, Oblast Plovdiv",570 lv.,Xiaomi note 10 Garantsiya,https://www.olx.bg/ad/xiaomi-note-10-garantsiya-CID632-ID8ofA1.html
izpolzvano,"Studentski grad, gr. Sofiya, Oblast Sofiya-grad",280 lv.,Samsung A21s,https://www.olx.bg/ad/samsung-a21s-CID632-ID8qcL4.html
izpolzvano,"Belomorski, gr. Plovdiv, Oblast Plovdiv",420 lv.,Huawei p40 lite 5G Garantsiya,https://www.olx.bg/ad/huawei-p40-lite-5g-garantsiya-CID632-ID8pPoc.html
izpolzvano,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",265 lv.,IPhone 6+ PLUS 64GB Space Grey,https://www.olx.bg/ad/iphone-6-plus-64gb-space-grey-CID632-ID8qcLw.html
izpolzvano,"Tsentar, gr. Gabrovo, Oblast Gabrovo",1350 lv.,Samsung s20 ultra,https://www.olx.bg/ad/samsung-s20-ultra-CID632-ID8qcLJ.html
izpolzvano,"Studentski grad, gr. Sofiya, Oblast Sofiya-grad",370 lv.,IPhone 7 plus 128GB jetblack,https://www.olx.bg/ad/iphone-7-plus-128gb-jetblack-CID632-ID8qcMK.html
izpolzvano,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",300 lv.,Iphone 7 128 gb. back,https://www.olx.bg/ad/iphone-7-128-gb-back-CID632-ID8eybr.html
izpolzvano,"gr. Polski Trambesh, Oblast Veliko Tarnovo",150 lv.,Mobile Telefon IPhone SE Rose,https://www.olx.bg/ad/mobile-telefon-iphone-se-rose-CID632-ID8qcM5.html
novo,"Studentski grad, gr. Sofiya, Oblast Sofiya-grad",1050 lv.,Samsung s20 NOV GARANTsIYa,https://www.olx.bg/ad/samsung-s20-nov-garantsiya-CID632-ID8qcM6.html
izpolzvano,"Tsentar, gr. Haskovo, Oblast Haskovo",199 lv.,Mobilen Telefon Nokia 8800,https://www.olx.bg/ad/mobilen-telefon-nokia-8800-CID632-ID8qcMU.html
izpolzvano,"Borovets, gr. Targovishte, Oblast Targovishte",150 lv.,TelefonCAT S 31 s dve karti.,https://www.olx.bg/ad/telefoncat-s-31-s-dve-karti-CID632-ID8qcNI.html
novo,"Idealen tsentar, gr. Blagoevgrad, Oblast Blagoevgrad",150 lv.,Prodavam telefona SWISS + one SD 510,https://www.olx.bg/ad/prodavam-telefona-swiss-one-sd-510-CID632-ID8a81B.html
novo,"gr. Harmanli, Oblast Haskovo",1199 lv.,HUAWEI P30 Pro - 8/256 -Dual -Aurora,https://www.olx.bg/ad/huawei-p30-pro-8-256-dual-aurora-CID632-ID880W4.html
izpolzvano,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",375 lv.,IPhone 6s 128GB Space Grey,https://www.olx.bg/ad/iphone-6s-128gb-space-grey-CID632-ID8qcPi.html
izpolzvano,"Ayazmoto, gr. Stara Zagora, Oblast Stara Zagora",299 lv.,Samsung galaxy s8,https://www.olx.bg/ad/samsung-galaxy-s8-CID632-ID8fjki.html
izpolzvano,"gr. Momchilgrad, Oblast Kardzhali",399 lv.,Samsung Galaxy A51,https://www.olx.bg/ad/samsung-galaxy-a51-CID632-ID8qcPp.html
izpolzvano,"Republika, gr. Sliven, Oblast Sliven",100 lv.,Xiaomi redmi 5a zlatist,https://www.olx.bg/ad/xiaomi-redmi-5a-zlatist-CID632-ID8qcNO.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",60 lv.,Samsung s2 Black,https://www.olx.bg/ad/samsung-s2-black-CID632-ID8pUUn.html
izpolzvano,"Trakiya, gr. Plovdiv, Oblast Plovdiv",129 lv.,Telefon Lenovo Vibe K5,https://www.olx.bg/ad/telefon-lenovo-vibe-k5-CID632-ID8hbbv.html
novo,"gr. Gorna Oryahovitsa, Oblast Veliko Tarnovo",679 lv.,Samsung note 10 lite,https://www.olx.bg/ad/samsung-note-10-lite-CID632-ID8qcyT.html
izpolzvano,"Tsentar, gr. Burgas, Oblast Burgas",140 lv.,Honor 8 Lite telefon,https://www.olx.bg/ad/honor-8-lite-telefon-CID632-ID8iN5v.html
izpolzvano,"Stoyan Zaimov, gr. Sliven, Oblast Sliven",159 lv.,Samsung J6 32gb.,https://www.olx.bg/ad/samsung-j6-32gb-CID632-ID8qcz0.html
izpolzvano,"Hipodruma, gr. Sofiya, Oblast Sofiya-grad",60 lv.,Iphone 4,https://www.olx.bg/ad/iphone-4-CID632-ID7pcuF.html
izpolzvano,"gr. Provadiya, Oblast Varna",830 lv.,Iphone xr64GB,https://www.olx.bg/ad/iphone-xr64gb-CID632-ID8ept6.html
izpolzvano,"Meden rudnik - zona A, gr. Burgas, Oblast Burgas",100 lv.,Samsung Galaxy S4 GT-I9505,https://www.olx.bg/ad/samsung-galaxy-s4-gt-i9505-CID632-ID83BUY.html
izpolzvano,"Bila, gr. Stara Zagora, Oblast Stara Zagora",15 lv.,"Prodavam jsm -samsung x100+zaryadno,hensv...",https://www.olx.bg/ad/prodavam-jsm-samsung-x100-zaryadno-hensv-CID632-ID5xmEy.html
izpolzvano,"Bila, gr. Stara Zagora, Oblast Stara Zagora",90 lv.,IPhone 4,https://www.olx.bg/ad/iphone-4-CID632-ID5xmBu.html
izpolzvano,"Avtogara, gr. Varna, Oblast Varna",13 lv.,Bezzh.telefon “SAGEM” model “D16T”,https://www.olx.bg/ad/bezzh-telefon-sagem-model-d16t-CID632-ID5ruJK.html
izpolzvano,"Vazrazhdane, gr. Yambol, Oblast Yambol",750 lv.,IPhone X 64gb !!!perfekten!!!,https://www.olx.bg/ad/iphone-x-64gb-perfekten-CID632-ID8oKdM.html
izpolzvano,"Opalchenski, gr. Stara Zagora, Oblast Stara Zagora",629 lv.,Samsung Galaxy S10 Plus,https://www.olx.bg/ad/samsung-galaxy-s10-plus-CID632-ID8qczN.html
izpolzvano,"Yuzhen, gr. Plovdiv, Oblast Plovdiv",250 lv.,Iphone 7 / GOLD / 32 GB,https://www.olx.bg/ad/iphone-7-gold-32-gb-CID632-ID8ot5U.html
izpolzvano,"gr. Lom, Oblast Montana",150 lv.,SAMSUNG A5 2016 gold,https://www.olx.bg/ad/samsung-a5-2016-gold-CID632-ID8oAGO.html
izpolzvano,"gr. Samokov, Oblast Sofiya-oblast",80 lv.,IPhone 5 Black 16gb,https://www.olx.bg/ad/iphone-5-black-16gb-CID632-ID8oASZ.html
izpolzvano,"Industrialna zona - Zapad, gr. Pleven, Oblast Pleven",160 lv.,IPhone 6 16GB Rose Gold,https://www.olx.bg/ad/iphone-6-16gb-rose-gold-CID632-ID8qcAd.html
izpolzvano,"s. Krayno selo, Oblast Kardzhali",150 lv.,Samsung Galaxy S7 Edge,https://www.olx.bg/ad/samsung-galaxy-s7-edge-CID632-ID8qcBG.html
izpolzvano,"Lozenets, gr. Sofiya, Oblast Sofiya-grad",60 lv.,"Statsionaren telefon T Actron C3, germansko proizvodstvo",https://www.olx.bg/ad/statsionaren-telefon-t-actron-c3-germansko-proizvodstvo-CID632-ID8i7Uc.html
izpolzvano,"Chataldzha, gr. Varna, Oblast Varna",600 lv.,Huawei P30 Pro 128GB GARANTsIYa,https://www.olx.bg/ad/huawei-p30-pro-128gb-garantsiya-CID632-ID8qcCp.html
izpolzvano,"Idealen tsentar, gr. Pleven, Oblast Pleven",120 lv.,Smartfon Redmi 6A,https://www.olx.bg/ad/smartfon-redmi-6a-CID632-ID8jcou.html
izpolzvano,"gr. Novi pazar, Oblast Shumen",15 lv.,Sagemcom statsionaren DECT telefon domashen bezzhichen,https://www.olx.bg/ad/sagemcom-statsionaren-dect-telefon-domashen-bezzhichen-CID632-ID80vAn.html
izpolzvano,"gr. Topolovgrad, Oblast Haskovo",70 lv.,Sony xperia m4 agua mozhe za chasti,https://www.olx.bg/ad/sony-xperia-m4-agua-mozhe-za-chasti-CID632-ID7NEyf.html
izpolzvano,"Meditsinska akademiya, gr. Sofiya, Oblast Sofiya-grad",399 lv.,"Samsung Galaxy Golden GT-I9235 Dual 3.7"" 4G",https://www.olx.bg/ad/samsung-galaxy-golden-gt-i9235-dual-3-7-4g-CID632-ID8qczA.html
izpolzvano,"Belomorski, gr. Plovdiv, Oblast Plovdiv",80 lv.,Smartfon Microsoft Lumia 550,https://www.olx.bg/ad/smartfon-microsoft-lumia-550-CID632-ID8mAxO.html
izpolzvano,"Belomorski, gr. Plovdiv, Oblast Plovdiv",260 lv.,Huawei p 20 lite rozov,https://www.olx.bg/ad/huawei-p-20-lite-rozov-CID632-ID8oAwo.html
novo,"Hristo Smirnenski, gr. Plovdiv, Oblast Plovdiv",120 lv.,Smartfon Alkatel 1B 2020 g.,https://www.olx.bg/ad/smartfon-alkatel-1b-2020-g-CID632-ID8qcuO.html
izpolzvano,"Borovo, gr. Sofiya, Oblast Sofiya-grad",10 lv.,Nokiya 3210,https://www.olx.bg/ad/nokiya-3210-CID632-ID7TG7C.html
izpolzvano,"Nov tsentar, gr. Smolyan, Oblast Smolyan",70 lv.,"Radiostantsiya "" Motorola MS 350 R "" WATERPROOF",https://www.olx.bg/ad/radiostantsiya-motorola-ms-350-r-waterproof-CID632-ID8qcln.html
novo,"Stochna gara, gr. Plovdiv, Oblast Plovdiv",1349 lv.,Iphone 12 Mini 128 gb 24 mesetsa garantsiya telenor !,https://www.olx.bg/ad/iphone-12-mini-128-gb-24-mesetsa-garantsiya-telenor-CID632-ID8qclr.html
izpolzvano,"Ovcha kupel 2, gr. Sofiya, Oblast Sofiya-grad",390 lv.,Huawei P40 Pro za smyana na displey,https://www.olx.bg/ad/huawei-p40-pro-za-smyana-na-displey-CID632-ID8qcm0.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",2250 lv.,Nov iPhone 12 Pro 128GB Silver Garantsiya,https://www.olx.bg/ad/nov-iphone-12-pro-128gb-silver-garantsiya-CID632-ID8lOo9.html
izpolzvano,"Mladost, gr. Lovech, Oblast Lovech",40 lv.,Samsung Galaxy S6 SM-G920F za chasti,https://www.olx.bg/ad/samsung-galaxy-s6-sm-g920f-za-chasti-CID632-ID8qcma.html
novo,"Avtogara, gr. Varna, Oblast Varna",330 lv.,Huawei P40 Lite 128GB 6GB RAM Dual NOV! GARANTsIYa 24M!,https://www.olx.bg/ad/huawei-p40-lite-128gb-6gb-ram-dual-nov-garantsiya-24m-CID632-ID8qcmd.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",120 lv.,Xiaomi redmi Note 9 za chasti,https://www.olx.bg/ad/xiaomi-redmi-note-9-za-chasti-CID632-ID8pUTo.html
izpolzvano,"Hashove, gr. Ruse, Oblast Ruse",519 lv.,Samsung Galaxy A71  black 128Gb,https://www.olx.bg/ad/samsung-galaxy-a71-black-128gb-CID632-ID8qcmq.html
izpolzvano,"Bila, gr. Stara Zagora, Oblast Stara Zagora",250 lv.,Samsung A50 128Gb,https://www.olx.bg/ad/samsung-a50-128gb-CID632-ID8qcnn.html
izpolzvano,"Kamenitsa 1, gr. Plovdiv, Oblast Plovdiv",45 lv.,"Lenovo vibe X2, lenovo",https://www.olx.bg/ad/lenovo-vibe-x2-lenovo-CID632-ID8qcnf.html
izpolzvano,"gr. Smyadovo, Oblast Shumen",30 lv.,Samsung galaxy J5,https://www.olx.bg/ad/samsung-galaxy-j5-CID632-ID8qcna.html
izpolzvano,"s. Milkovitsa, Oblast Pleven",525 lv.,Iphone8plus,https://www.olx.bg/ad/iphone8plus-CID632-ID8owpB.html
izpolzvano,"Hristo Smirnenski, gr. Plovdiv, Oblast Plovdiv",620 lv.,Iphone Xr,https://www.olx.bg/ad/iphone-xr-CID632-ID8qcqd.html
izpolzvano,"Klepalo, gr. Pernik, Oblast Pernik",80 lv.,Samsung xcover 4,https://www.olx.bg/ad/samsung-xcover-4-CID632-ID8qcr2.html
izpolzvano,"gr. Sevlievo, Oblast Gabrovo",250 lv.,Oukitel K10000 Pro,https://www.olx.bg/ad/oukitel-k10000-pro-CID632-ID8kq89.html
izpolzvano,"Novo selo, gr. Sliven, Oblast Sliven",450 lv.,"IPhone 8, Rose Gold",https://www.olx.bg/ad/iphone-8-rose-gold-CID632-ID8qcrF.html
izpolzvano,"Trakiya, gr. Plovdiv, Oblast Plovdiv",115 lv.,Telefon  Huawei  Lyo - L 21,https://www.olx.bg/ad/telefon-huawei-lyo-l-21-CID632-ID8mDtY.html
izpolzvano,"gr. Novi pazar, Oblast Shumen",250 lv.,Samsung Galaxy S20 Ultra 5G,https://www.olx.bg/ad/samsung-galaxy-s20-ultra-5g-CID632-ID8qcsZ.html
izpolzvano,"Yuzhen, gr. Plovdiv, Oblast Plovdiv",1655 lv.,Samsung note 20 Ultra 5G,https://www.olx.bg/ad/samsung-note-20-ultra-5g-CID632-ID8pz91.html
izpolzvano,"Promishlena zona - Zapad, gr. Vidin, Oblast Vidin",5 lv.,Statsionareni telefoni,https://www.olx.bg/ad/statsionareni-telefoni-CID632-ID7YHrW.html
izpolzvano,"Zapad 3, gr. Targovishte, Oblast Targovishte",45 lv.,Telefon Wiko Jerry,https://www.olx.bg/ad/telefon-wiko-jerry-CID632-ID8qcsD.html
izpolzvano,"gr. Panagyurishte, Oblast Pazardzhik",60 lv.,Iphone 4 kato NOV,https://www.olx.bg/ad/iphone-4-kato-nov-CID632-ID8qctI.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",150 lv.,I Phone xc za chasti,https://www.olx.bg/ad/i-phone-xc-za-chasti-CID632-ID8qct9.html
izpolzvano,"gr. Oryahovo, Oblast Vratsa",60 lv.,Blekviw telefon gsm,https://www.olx.bg/ad/blekviw-telefon-gsm-CID632-ID8gRQH.html
novo,"Vladislav Varnenchik, gr. Varna, Oblast Varna",39 lv.,Chisto nov gabel za zaryadno za iPhone,https://www.olx.bg/ad/chisto-nov-gabel-za-zaryadno-za-iphone-CID632-ID8qceY.html
izpolzvano,"Druzhba 1, gr. Sofiya, Oblast Sofiya-grad",500 lv.,Iphone 8 silver 64GB,https://www.olx.bg/ad/iphone-8-silver-64gb-CID632-ID8qceW.html
novo,"Kyuchuk Parizh, gr. Plovdiv, Oblast Plovdiv",1650 lv.,"Apple Iphone 11 PRO 64 GB, novi, nerazopakovani, EPAL AYFON",https://www.olx.bg/ad/apple-iphone-11-pro-64-gb-novi-nerazopakovani-epal-ayfon-CID632-ID80wQB.html
novo,"Vazrazhdane, gr. Burgas, Oblast Burgas",9 lv.,Statsionaren zhichen telefon,https://www.olx.bg/ad/statsionaren-zhichen-telefon-CID632-ID6hZZo.html
izpolzvano,"Trakiya, gr. Plovdiv, Oblast Plovdiv",49 lv.,XIAOMI READMI 6 za chasti 49lv. raboti,https://www.olx.bg/ad/xiaomi-readmi-6-za-chasti-49lv-raboti-CID632-ID8qcfv.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",199 lv.,IPhone SE-128GB-Fabrichno otklyuchen,https://www.olx.bg/ad/iphone-se-128gb-fabrichno-otklyuchen-CID632-ID8qcga.html
izpolzvano,"Lyulin 2, gr. Sofiya, Oblast Sofiya-grad",195 lv.,Huawei P10/ Huauey P10,https://www.olx.bg/ad/huawei-p10-huauey-p10-CID632-ID8h1GF.html
novo,"Baykusheva mahala, gr. Pernik, Oblast Pernik",35 lv.,Huawei P9 Lite,https://www.olx.bg/ad/huawei-p9-lite-CID632-ID8jGRp.html
izpolzvano,"gr. Asenovgrad, Oblast Plovdiv",750 lv.,Iphone X 256GB cheren,https://www.olx.bg/ad/iphone-x-256gb-cheren-CID632-ID8oh9r.html
izpolzvano,"Samara 1, gr. Stara Zagora, Oblast Stara Zagora",15 lv.,Telefon simensm,https://www.olx.bg/ad/telefon-simensm-CID632-ID6zGw9.html
izpolzvano,"gr. Asenovgrad, Oblast Plovdiv",550 lv.,Iphone 8 64 GB byala perla,https://www.olx.bg/ad/iphone-8-64-gb-byala-perla-CID632-ID8oh9S.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",2299 lv.,"***Chisto Nov*** iPhone 12 Pro 128Gb Graphite,  Silver",https://www.olx.bg/ad/chisto-nov-iphone-12-pro-128gb-graphite-silver-CID632-ID8pwVb.html
novo,"v.z. Amerikanski kolezh, gr. Sofiya, Oblast Sofiya-grad",250 lv.,Prodavam chisto nov telefon,https://www.olx.bg/ad/prodavam-chisto-nov-telefon-CID632-ID8qchf.html
izpolzvano,"Reka Leva, gr. Vratsa, Oblast Vratsa",220 lv.,Iphone 6 silver,https://www.olx.bg/ad/iphone-6-silver-CID632-ID8csdN.html
novo,"Musagenitsa, gr. Sofiya, Oblast Sofiya-grad",1219 lv.,NOV! Samsung Galaxy S20 Plus 128GB Cloud Black 2g.Garantsiya!,https://www.olx.bg/ad/nov-samsung-galaxy-s20-plus-128gb-cloud-black-2g-garantsiya-CID632-ID890x4.html
izpolzvano,"Druzhba 2, gr. Dobrich, Oblast Dobrich",280 lv.,Samsung Galaxy A7 2018 garantsiya,https://www.olx.bg/ad/samsung-galaxy-a7-2018-garantsiya-CID632-ID8qchQ.html
novo,"Druzhba 1, gr. Sofiya, Oblast Sofiya-grad",1100 lv.,Samsmung galaxy s 20 128 bg 8 ram,https://www.olx.bg/ad/samsmung-galaxy-s-20-128-bg-8-ram-CID632-ID8qchV.html
novo,"s. Bistritsa, Oblast Sofiya-grad",125 lv.,Panasonic ES-LL21-k,https://www.olx.bg/ad/panasonic-es-ll21-k-CID632-ID8qchF.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",169 lv.,Huawei P20-4GB RAM/128GB ROM-Black,https://www.olx.bg/ad/huawei-p20-4gb-ram-128gb-rom-black-CID632-ID8qciQ.html
novo,"Boyan Balgaranov 2, gr. Shumen, Oblast Shumen",50 lv.,NOKIA 230 perfekten !!!,https://www.olx.bg/ad/nokia-230-perfekten-CID632-ID8qcja.html
