condition,location,price,title,url
izpolzvano,"Tsentar, gr. Dobrich, Oblast Dobrich",65 lv.,Samsung galaxy S 3 mini,https://www.olx.bg/ad/samsung-galaxy-s-3-mini-CID632-ID8qcjd.html
izpolzvano,"Druzhba 1, gr. Sofiya, Oblast Sofiya-grad",15 lv.,Prodavam izgodno telefon Alcatel -Thomson,https://www.olx.bg/ad/prodavam-izgodno-telefon-alcatel-thomson-CID632-ID8dSUv.html
novo,"Beli Lom, gr. Razgrad, Oblast Razgrad",1590 lv.,IMPULSE K1 Blockchain nov smartfon - tsvyat GOLD,https://www.olx.bg/ad/impulse-k1-blockchain-nov-smartfon-tsvyat-gold-CID632-ID86u3X.html
izpolzvano,"Levski V, gr. Sofiya, Oblast Sofiya-grad",150 lv.,Samsung Galaxy J600 J6,https://www.olx.bg/ad/samsung-galaxy-j600-j6-CID632-ID8qcjE.html
izpolzvano,"k.k. Slanchev den, Oblast Varna",240 lv.,Iphone 7 128 GB black,https://www.olx.bg/ad/iphone-7-128-gb-black-CID632-ID8qcjc.html
izpolzvano,"gr. Debelets, Oblast Veliko Tarnovo",45 lv.,Statsionaren telefon,https://www.olx.bg/ad/statsionaren-telefon-CID632-ID5yfmQ.html
novo,"Avren, gr. Yambol, Oblast Yambol",630 lv.,Telefon Samsung Galaxy A80,https://www.olx.bg/ad/telefon-samsung-galaxy-a80-CID632-ID8qbGq.html
izpolzvano,"Tsentar, gr. Burgas, Oblast Burgas",240 lv.,Prodavam smartfon Soni M2,https://www.olx.bg/ad/prodavam-smartfon-soni-m2-CID632-ID7BO5y.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",1399 lv.,***Chisto Nov*** Samsung Galaxy S20 Plus 5G Cosmic Gray,https://www.olx.bg/ad/chisto-nov-samsung-galaxy-s20-plus-5g-cosmic-gray-CID632-ID8j8Qn.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",279 lv.,Nov/Huawei Honor-9X LITE-4GB RAM/128GB ROM-24m.garantsiya,https://www.olx.bg/ad/nov-huawei-honor-9x-lite-4gb-ram-128gb-rom-24m-garantsiya-CID632-ID8qceq.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",1249 lv.,"***Chisto Nov*** Samsung Galaxy S20 Plus 128Gb Cosmic Gray,Ocean Blue",https://www.olx.bg/ad/chisto-nov-samsung-galaxy-s20-plus-128gb-cosmic-gray-ocean-blue-CID632-ID86wqh.html
novo,"Iztok, gr. Kyustendil, Oblast Kyustendil",800 lv.,Prodavam iphone 7 plus,https://www.olx.bg/ad/prodavam-iphone-7-plus-CID632-ID8qcbW.html
izpolzvano,"Borovo, gr. Sofiya, Oblast Sofiya-grad",460 lv.,Iphone 8 256GB Rose gold,https://www.olx.bg/ad/iphone-8-256gb-rose-gold-CID632-ID8qccq.html
novo,"Druzhba 1, gr. Sofiya, Oblast Sofiya-grad",550 lv.,Samsung galaxy A 71 128 gb 6 ram,https://www.olx.bg/ad/samsung-galaxy-a-71-128-gb-6-ram-CID632-ID8qcjr.html
izpolzvano,"Idealen tsentar, gr. Pleven, Oblast Pleven",190 lv.,Ntc one mini 2 gold,https://www.olx.bg/ad/ntc-one-mini-2-gold-CID632-ID8kDp7.html
izpolzvano,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",200 lv.,"IPhone 6s 16GB perfekten, s otklyuchen iCloud",https://www.olx.bg/ad/iphone-6s-16gb-perfekten-s-otklyuchen-icloud-CID632-ID8cYzS.html
izpolzvano,"Trakiya, gr. Plovdiv, Oblast Plovdiv",240 lv.,Huawei Mate 20 Lite,https://www.olx.bg/ad/huawei-mate-20-lite-CID632-ID8qc90.html
izpolzvano,"Yavorov, gr. Sofiya, Oblast Sofiya-grad",220 lv.,Iphone 7,https://www.olx.bg/ad/iphone-7-CID632-ID8qc99.html
izpolzvano,"Tsentar, gr. Haskovo, Oblast Haskovo",380 lv.,Iphone 7 Gold 128GB,https://www.olx.bg/ad/iphone-7-gold-128gb-CID632-ID8qc8Y.html
izpolzvano,"gr. Bansko, Oblast Blagoevgrad",200 lv.,Iphone 6s Space Grey,https://www.olx.bg/ad/iphone-6s-space-grey-CID632-ID8qc9M.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",350 lv.,Samsung Galaxy A41 + Vanshna bateriya,https://www.olx.bg/ad/samsung-galaxy-a41-vanshna-bateriya-CID632-ID8qc9J.html
novo,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",230 lv.,"Udaro,praho,Vodoustoychiv Ulefone Armor X2 s 2 sim/GPS/3G/13Mpx IP68",https://www.olx.bg/ad/udaro-praho-vodoustoychiv-ulefone-armor-x2-s-2-sim-gps-3g-13mpx-ip68-CID632-ID7OmTR.html
izpolzvano,"Meden rudnik - zona G, gr. Burgas, Oblast Burgas",160 lv.,Iphone 6s spese grey,https://www.olx.bg/ad/iphone-6s-spese-grey-CID632-ID8o9ef.html
novo,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",220 lv.,"Udaro,praho,Vodoustoychiv Telefon Doogee S30 s 2sim/RAM 2GB/ROM 16GB",https://www.olx.bg/ad/udaro-praho-vodoustoychiv-telefon-doogee-s30-s-2sim-ram-2gb-rom-16gb-CID632-ID7GAmO.html
novo,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",180 lv.,"Nov Udaro,Praho i Vodoustoychiv Telefon Discovery A17 s 2 sim/GPS/3G",https://www.olx.bg/ad/nov-udaro-praho-i-vodoustoychiv-telefon-discovery-a17-s-2-sim-gps-3g-CID632-ID7sbGP.html
novo,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",220 lv.,"Udaro,praho,Vlagoustoychiv BlackView BV5000 s 2 sim/GPS/4G-LTE/13Mpx",https://www.olx.bg/ad/udaro-praho-vlagoustoychiv-blackview-bv5000-s-2-sim-gps-4g-lte-13mpx-CID632-ID68S10.html
novo,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",190 lv.,"Udaro,praho,Vodoustoychiv Telefon Discovery/GuoPhone V19 PRO s 2sim/GPS",https://www.olx.bg/ad/udaro-praho-vodoustoychiv-telefon-discovery-guophone-v19-pro-s-2sim-gps-CID632-ID7wGJ9.html
novo,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",170 lv.,Nov super mini smart telefon s 2 sim karti Soyes 7S/Android6.0/RAM 1GB,https://www.olx.bg/ad/nov-super-mini-smart-telefon-s-2-sim-karti-soyes-7s-android6-0-ram-1gb-CID632-ID7OLs8.html
izpolzvano,"Ivan Vazov, gr. Sofiya, Oblast Sofiya-grad",700 lv.,Iphone XS Max 64 GB Rose gold,https://www.olx.bg/ad/iphone-xs-max-64-gb-rose-gold-CID632-ID8qcaD.html
izpolzvano,"Gagarin, gr. Plovdiv, Oblast Plovdiv",160 lv.,IPhone 5s gold 16 gb,https://www.olx.bg/ad/iphone-5s-gold-16-gb-CID632-ID82XWx.html
izpolzvano,"Grand Mol Varna, gr. Varna, Oblast Varna",960 lv.,IPhone 11. 64 GB,https://www.olx.bg/ad/iphone-11-64-gb-CID632-ID8qcbe.html
izpolzvano,"gr. Byala Slatina, Oblast Vratsa",350 lv.,Samsung Galaxy S8 64GB,https://www.olx.bg/ad/samsung-galaxy-s8-64gb-CID632-ID8jbPV.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",399 lv.,Kato nov/Xiaomi MI9-6GB RAM/64GB ROM-Black-Dual SIM,https://www.olx.bg/ad/kato-nov-xiaomi-mi9-6gb-ram-64gb-rom-black-dual-sim-CID632-ID8qccy.html
izpolzvano,"Balgarka, gr. Sliven, Oblast Sliven",500 lv.,Huawei Mate20 Pro,https://www.olx.bg/ad/huawei-mate20-pro-CID632-ID8qcbi.html
izpolzvano,"Suhata reka, gr. Sofiya, Oblast Sofiya-grad",130 lv.,Xiaomi Redmi 5,https://www.olx.bg/ad/xiaomi-redmi-5-CID632-ID8eIlx.html
izpolzvano,"Lyulin 7, gr. Sofiya, Oblast Sofiya-grad",20 lv.,Siemen A 60,https://www.olx.bg/ad/siemen-a-60-CID632-ID8bWtg.html
novo,"gr. Dupnitsa, Oblast Kyustendil",17 lv.,Statsionaren telefon,https://www.olx.bg/ad/statsionaren-telefon-CID632-ID6NAbr.html
novo,"Tsentar, gr. Gabrovo, Oblast Gabrovo",700 lv.,Samsung Galaxy Note 10 Lite,https://www.olx.bg/ad/samsung-galaxy-note-10-lite-CID632-ID8qc1A.html
izpolzvano,"Mladost 2, gr. Sofiya, Oblast Sofiya-grad",5 lv.,Samsung za chasti,https://www.olx.bg/ad/samsung-za-chasti-CID632-ID8f7X0.html
izpolzvano,"Trakiya, gr. Plovdiv, Oblast Plovdiv",350 lv.,Iphone7 rose gold 32gb,https://www.olx.bg/ad/iphone7-rose-gold-32gb-CID632-ID8eIeX.html
izpolzvano,"Mladost 3, gr. Sofiya, Oblast Sofiya-grad",60 lv.,Lenovo A6000 vav dobro sastoyanie,https://www.olx.bg/ad/lenovo-a6000-vav-dobro-sastoyanie-CID632-ID8qc1y.html
izpolzvano,"Avtogara, gr. Varna, Oblast Varna",440 lv.,Samsung Galaxy A80 Dual ! V GARANTsIYa !,https://www.olx.bg/ad/samsung-galaxy-a80-dual-v-garantsiya-CID632-ID8qc1c.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",2699 lv.,Apple iPhone 12 Pro Max 256Gb -24 MESETsA GARANTsIYa i optsiya KREDIT,https://www.olx.bg/ad/apple-iphone-12-pro-max-256gb-24-mesetsa-garantsiya-i-optsiya-kredit-CID632-ID8qc2B.html
izpolzvano,"Mladost 2, gr. Sofiya, Oblast Sofiya-grad",399 lv.,Iphone 8 64GB,https://www.olx.bg/ad/iphone-8-64gb-CID632-ID8oxna.html
izpolzvano,"Idealen tsentar, gr. Pleven, Oblast Pleven",329 lv.,!!!TOP!!! iPhone 7 32gb KATO NOV!!!,https://www.olx.bg/ad/top-iphone-7-32gb-kato-nov-CID632-ID8gL1n.html
novo,"Lyulin - tsentar, gr. Sofiya, Oblast Sofiya-grad",339 lv.,"Smartfon Samsung Galaxy A21s Dual, 64GB, 4GB RAM",https://www.olx.bg/ad/smartfon-samsung-galaxy-a21s-dual-64gb-4gb-ram-CID632-ID8q1Zl.html
izpolzvano,"gr. Lom, Oblast Montana",189 lv.,Samsung galaxy j6,https://www.olx.bg/ad/samsung-galaxy-j6-CID632-ID8qc3y.html
izpolzvano,"Razsadnika, gr. Sofiya, Oblast Sofiya-grad",586 lv.,"IPhone 8 , 64 gb",https://www.olx.bg/ad/iphone-8-64-gb-CID632-ID8bKgn.html
izpolzvano,"Benkovski, gr. Sofiya, Oblast Sofiya-grad",699 lv.,Iphone se 2020,https://www.olx.bg/ad/iphone-se-2020-CID632-ID8qc2O.html
izpolzvano,"Idealen tsentar, gr. Blagoevgrad, Oblast Blagoevgrad",420 lv.,Samsung     A 50,https://www.olx.bg/ad/samsung-a-50-CID632-ID8od9Q.html
novo,"Nadezhda 2, gr. Sofiya, Oblast Sofiya-grad",180 lv.,Kyocera duraforce e6560,https://www.olx.bg/ad/kyocera-duraforce-e6560-CID632-ID8qc32.html
izpolzvano,"m-t Evksinograd, gr. Varna, Oblast Varna",650 lv.,IPhone XR 128GB cherven,https://www.olx.bg/ad/iphone-xr-128gb-cherven-CID632-ID8qc3U.html
izpolzvano,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",120 lv.,3br. IPHONE 4S - 120 LV,https://www.olx.bg/ad/3br-iphone-4s-120-lv-CID632-ID8qc4u.html
izpolzvano,"s. Yablanovo, Oblast Sliven",710 lv.,İphone SE 2020 64gb. KATO NOV!!!,https://www.olx.bg/ad/phone-se-2020-64gb-kato-nov-CID632-ID8qc4s.html
izpolzvano,"Slaveykov, gr. Burgas, Oblast Burgas",300 lv.,IPhone7,https://www.olx.bg/ad/iphone7-CID632-ID8qc50.html
izpolzvano,"gr. Isperih, Oblast Razgrad",150 lv.,Samsung S6 mnogo zapazen,https://www.olx.bg/ad/samsung-s6-mnogo-zapazen-CID632-ID8qc5m.html
izpolzvano,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",90 lv.,Nokiya 7650 Nokia 7650,https://www.olx.bg/ad/nokiya-7650-nokia-7650-CID632-ID8qc5W.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",299 lv.,Apple iPhone 7 32GB - 3 MESETsA GARANTsIYa i optsiya KREDIT,https://www.olx.bg/ad/apple-iphone-7-32gb-3-mesetsa-garantsiya-i-optsiya-kredit-CID632-ID8qc6w.html
novo,"Lyulin 7, gr. Sofiya, Oblast Sofiya-grad",180 lv.,Prodavam   S 20+,https://www.olx.bg/ad/prodavam-s-20-CID632-ID8kypu.html
izpolzvano,"gr. Panagyurishte, Oblast Pazardzhik",950 lv.,Iphone 11 s garantsiya zastrahovan,https://www.olx.bg/ad/iphone-11-s-garantsiya-zastrahovan-CID632-ID8qbWs.html
novo,"Izgrev, gr. Burgas, Oblast Burgas",80 lv.,Alcatel 1 B ( 5002 F),https://www.olx.bg/ad/alcatel-1-b-5002-f-CID632-ID8qbWp.html
novo,"Tsentar, gr. Pernik, Oblast Pernik",150 lv.,Huawei y5p 2020 godina priemam barter,https://www.olx.bg/ad/huawei-y5p-2020-godina-priemam-barter-CID632-ID8qbWB.html
izpolzvano,"Zapaden, gr. Plovdiv, Oblast Plovdiv",120 lv.,Huawei p10 lite 3GB Ram 32gb,https://www.olx.bg/ad/huawei-p10-lite-3gb-ram-32gb-CID632-ID8qbWJ.html
novo,"gr. Aheloy, Oblast Burgas",260 lv.,Huawei p40 lite i podarak,https://www.olx.bg/ad/huawei-p40-lite-i-podarak-CID632-ID8qbWR.html
izpolzvano,"Ivan Vazov, gr. Sofiya, Oblast Sofiya-grad",800 lv.,Prodavam iphone xs 64gb zakupen ot Telenor v garantsiya fabrichno otklyuche,https://www.olx.bg/ad/prodavam-iphone-xs-64gb-zakupen-ot-telenor-v-garantsiya-fabrichno-otklyuche-CID632-ID8qbV8.html
izpolzvano,"gr. Kazanlak, Oblast Stara Zagora",320 lv.,IPhone 6+,https://www.olx.bg/ad/iphone-6-CID632-ID8ephg.html
izpolzvano,"Balik, gr. Dobrich, Oblast Dobrich",40 lv.,Nokia 3210 original,https://www.olx.bg/ad/nokia-3210-original-CID632-ID7NWi9.html
izpolzvano,"Zapad, gr. Pazardzhik, Oblast Pazardzhik",240 lv.,Sony xperia xz2 !,https://www.olx.bg/ad/sony-xperia-xz2-CID632-ID84mev.html
novo,"Republika, gr. Sofiya, Oblast Sofiya-grad",78 lv.,"Radiostantsiya Dvubandova Baofeng UV 9R , radiostantsii",https://www.olx.bg/ad/radiostantsiya-dvubandova-baofeng-uv-9r-radiostantsii-CID632-ID7RxcM.html
novo,"Avren, gr. Yambol, Oblast Yambol",2250 lv.,Samsung Galaxy Fold 5G 512gb cosmo black,https://www.olx.bg/ad/samsung-galaxy-fold-5g-512gb-cosmo-black-CID632-ID87MnM.html
izpolzvano,"Borovo, gr. Sofiya, Oblast Sofiya-grad",157 lv.,Telefon Alkatel.Model 2018g.,https://www.olx.bg/ad/telefon-alkatel-model-2018g-CID632-ID8dtEs.html
izpolzvano,"Balik, gr. Dobrich, Oblast Dobrich",40 lv.,Nokia C5-03,https://www.olx.bg/ad/nokia-c5-03-CID632-ID85XPy.html
izpolzvano,"Druzhba 3, gr. Ruse, Oblast Ruse",20 lv.,Prodava Nokia 108 s dve sim karti,https://www.olx.bg/ad/prodava-nokia-108-s-dve-sim-karti-CID632-ID8qbVC.html
novo,"Bakston, gr. Sofiya, Oblast Sofiya-grad",950 lv.,Iphone XS MAX,https://www.olx.bg/ad/iphone-xs-max-CID632-ID8mCI0.html
izpolzvano,"Asparuhovo, gr. Varna, Oblast Varna",320 lv.,Iphone 6s Space Gray 64GB,https://www.olx.bg/ad/iphone-6s-space-gray-64gb-CID632-ID8m9gC.html
izpolzvano,"k.k. Slanchev bryag, Oblast Burgas",320 lv.,Iphone 7 + 2 protektora,https://www.olx.bg/ad/iphone-7-2-protektora-CID632-ID8oHXE.html
izpolzvano,"Asparuhovo, gr. Varna, Oblast Varna",400 lv.,Samsung a50,https://www.olx.bg/ad/samsung-a50-CID632-ID8eycf.html
izpolzvano,"Bichkinya, gr. Gabrovo, Oblast Gabrovo",5 lv.,Statsionarni telefoni,https://www.olx.bg/ad/statsionarni-telefoni-CID632-ID7Uxz2.html
izpolzvano,"Asparuhovo, gr. Varna, Oblast Varna",330 lv.,Redmi Note 9 Midnight Grey 128GB,https://www.olx.bg/ad/redmi-note-9-midnight-grey-128gb-CID632-ID8o8LR.html
izpolzvano,"Industrialna zona - Iztok, gr. Plovdiv, Oblast Plovdiv",180 lv.,Huawei Y5p,https://www.olx.bg/ad/huawei-y5p-CID632-ID8qbYp.html
izpolzvano,"Idealen tsentar, gr. Pleven, Oblast Pleven",120 lv.,Ksiaomi - redmi 6,https://www.olx.bg/ad/ksiaomi-redmi-6-CID632-ID8nVnT.html
novo,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",160 lv.,Nov super mini smart telefon s 2 sim karti/android 5.1/RAM 1GB/GPS/3G,https://www.olx.bg/ad/nov-super-mini-smart-telefon-s-2-sim-karti-android-5-1-ram-1gb-gps-3g-CID632-ID7eIYl.html
izpolzvano,"s. Moshtanets, Oblast Blagoevgrad",160 lv.,IPhone 5s Krayna tsena,https://www.olx.bg/ad/iphone-5s-krayna-tsena-CID632-ID8hKyO.html
novo,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",80 lv.,"Nov Udaro, Praho i Vlago Ustoychiv Telefon A9 s 2 sim/ Bateriya 4800mAh",https://www.olx.bg/ad/nov-udaro-praho-i-vlago-ustoychiv-telefon-a9-s-2-sim-bateriya-4800mah-CID632-ID6MmMH.html
izpolzvano,"Cherven ploshtad, gr. Varna, Oblast Varna",260 lv.,Smartfon Huawei P20 Lite,https://www.olx.bg/ad/smartfon-huawei-p20-lite-CID632-ID8ox1e.html
izpolzvano,"Dianabad, gr. Sofiya, Oblast Sofiya-grad",840 lv.,Samsung Galaxy S10 plus,https://www.olx.bg/ad/samsung-galaxy-s10-plus-CID632-ID8qbOH.html
izpolzvano,"k.k. Slanchev den, Oblast Varna",1350 lv.,IPhone 11 Pro 64 GB,https://www.olx.bg/ad/iphone-11-pro-64-gb-CID632-ID8qbOO.html
izpolzvano,"Nadezhda 2, gr. Sofiya, Oblast Sofiya-grad",120 lv.,Iphone 5,https://www.olx.bg/ad/iphone-5-CID632-ID8qbPo.html
izpolzvano,"Suhata reka, gr. Sofiya, Oblast Sofiya-grad",70 lv.,ZTE Blade A612 Android 7.0,https://www.olx.bg/ad/zte-blade-a612-android-7-0-CID632-ID8ox1M.html
izpolzvano,"Tsentar, gr. Varna, Oblast Varna",340 lv.,Telefon Nokia 8 Dual-Sight video tehnologiya,https://www.olx.bg/ad/telefon-nokia-8-dual-sight-video-tehnologiya-CID632-ID8ouWb.html
izpolzvano,"Tsentar, gr. Vratsa, Oblast Vratsa",30 lv.,"Telefon i faks , Tel & Fax , Star telefon i faks PANASONIC KX FC966",https://www.olx.bg/ad/telefon-i-faks-tel-fax-star-telefon-i-faks-panasonic-kx-fc966-CID632-ID8qbPD.html
izpolzvano,"Samara 1, gr. Stara Zagora, Oblast Stara Zagora",210 lv.,"NOKIA 2,4 Prodava",https://www.olx.bg/ad/nokia-2-4-prodava-CID632-ID8mATO.html
novo,"Samara 1, gr. Stara Zagora, Oblast Stara Zagora",1200 lv.,Huawei P40 PRO,https://www.olx.bg/ad/huawei-p40-pro-CID632-ID8dzfV.html
izpolzvano,"Meden rudnik - zona A, gr. Burgas, Oblast Burgas",800 lv.,Iphone XS MAX 64GB,https://www.olx.bg/ad/iphone-xs-max-64gb-CID632-ID8qbQl.html
izpolzvano,"Metro, gr. Varna, Oblast Varna",130 lv.,Prodavam telefon lenovo s1 vibe barter,https://www.olx.bg/ad/prodavam-telefon-lenovo-s1-vibe-barter-CID632-ID8crfI.html
izpolzvano,"Kyuchuk Parizh, gr. Plovdiv, Oblast Plovdiv",200 lv.,Telefon Huawei p20 lite,https://www.olx.bg/ad/telefon-huawei-p20-lite-CID632-ID8qbRA.html
novo,"ORB, gr. Stara Zagora, Oblast Stara Zagora",869 lv.,Chisto Nov!!! Garantsionen!!!Samsung Galaxy S20FE 128GB Cloud Navy,https://www.olx.bg/ad/chisto-nov-garantsionen-samsung-galaxy-s20fe-128gb-cloud-navy-CID632-ID8qbQY.html
novo,"gr. Karnobat, Oblast Burgas",20 lv.,Telefon,https://www.olx.bg/ad/telefon-CID632-ID87WJX.html
novo,"Bazar Levski, gr. Varna, Oblast Varna",30 lv.,Bezzhichen Telefon Philips SE255 s Telefonen Sekretar,https://www.olx.bg/ad/bezzhichen-telefon-philips-se255-s-telefonen-sekretar-CID632-ID8gwA6.html
izpolzvano,"Vazrazhdane, gr. Razgrad, Oblast Razgrad",200 lv.,Samsung Galaxy S7 32GB,https://www.olx.bg/ad/samsung-galaxy-s7-32gb-CID632-ID8oIKH.html
novo,"Mototehnika, gr. Yambol, Oblast Yambol",20 lv.,Telefon obiknoven,https://www.olx.bg/ad/telefon-obiknoven-CID632-ID8jNfb.html
izpolzvano,"gr. Pomorie, Oblast Burgas",320 lv.,"IPhone 7+Rose gold,100% battery health",https://www.olx.bg/ad/iphone-7-rose-gold-100-battery-health-CID632-ID8pXy7.html
izpolzvano,"Gorna banya, gr. Sofiya, Oblast Sofiya-grad",280 lv.,Iphone 6 plus 64 gb Silver,https://www.olx.bg/ad/iphone-6-plus-64-gb-silver-CID632-ID7Ivdv.html
izpolzvano,"Izgrev, gr. Burgas, Oblast Burgas",460 lv.,IPhone 8 Bez nikakvi zabelezhki!,https://www.olx.bg/ad/iphone-8-bez-nikakvi-zabelezhki-CID632-ID8qbSr.html
izpolzvano,"Gorna banya, gr. Sofiya, Oblast Sofiya-grad",280 lv.,Iphone 6 Plus Rose Gold 64gb - vazmozhen barter za Playstation 4 / PS4,https://www.olx.bg/ad/iphone-6-plus-rose-gold-64gb-vazmozhen-barter-za-playstation-4-ps4-CID632-ID7ZPv8.html
izpolzvano,"s. Chervena voda, Oblast Ruse",100 lv.,Iphone 5s,https://www.olx.bg/ad/iphone-5s-CID632-ID8kBFu.html
izpolzvano,"Operata, gr. Varna, Oblast Varna",749 lv.,Iphone 8 plus Gold 256 GB,https://www.olx.bg/ad/iphone-8-plus-gold-256-gb-CID632-ID8qbNJ.html
izpolzvano,"Oborishte, gr. Sofiya, Oblast Sofiya-grad",445 lv.,Prodavam nov Samsung Galaksi A70,https://www.olx.bg/ad/prodavam-nov-samsung-galaksi-a70-CID632-ID8qbIf.html
izpolzvano,"Biznes park Varna, gr. Varna, Oblast Varna",60 lv.,Tsifrovi telefoni Panasonic TX-7433 v mnogo dobro sastoyanie.,https://www.olx.bg/ad/tsifrovi-telefoni-panasonic-tx-7433-v-mnogo-dobro-sastoyanie-CID632-ID7JTnb.html
izpolzvano,"Asparuhovo, gr. Varna, Oblast Varna",250 lv.,Telefonna tsentrala SIEMENS Hipath 3500,https://www.olx.bg/ad/telefonna-tsentrala-siemens-hipath-3500-CID632-ID8cJpc.html
izpolzvano,"Stroitel, gr. Vidin, Oblast Vidin",789 lv.,Samsung S20 Pink,https://www.olx.bg/ad/samsung-s20-pink-CID632-ID8qbIv.html
izpolzvano,"Cherven ploshtad, gr. Varna, Oblast Varna",170 lv.,Smartfon Lenovo ZUK Z2 v mnogo dobro sastoyanie.,https://www.olx.bg/ad/smartfon-lenovo-zuk-z2-v-mnogo-dobro-sastoyanie-CID632-ID89K1M.html
izpolzvano,"gr. Panagyurishte, Oblast Pazardzhik",50 lv.,Nokia 5800,https://www.olx.bg/ad/nokia-5800-CID632-ID835nJ.html
izpolzvano,"Avtogara, gr. Varna, Oblast Varna",220 lv.,Samsung Galaxy A8 2018,https://www.olx.bg/ad/samsung-galaxy-a8-2018-CID632-ID8ov90.html
izpolzvano,"gr. Balchik, Oblast Dobrich",250 lv.,Iphone 7,https://www.olx.bg/ad/iphone-7-CID632-ID8myew.html
izpolzvano,"Asparuhovo, gr. Varna, Oblast Varna",160 lv.,Samsung Galaxy A3 (2016) 16GB,https://www.olx.bg/ad/samsung-galaxy-a3-2016-16gb-CID632-ID8qbJg.html
izpolzvano,"Lozenets, gr. Sofiya, Oblast Sofiya-grad",70 lv.,Prodavam dva broya smartfoni Sony Xperia Z1 /C6906/,https://www.olx.bg/ad/prodavam-dva-broya-smartfoni-sony-xperia-z1-c6906-CID632-ID8mOZI.html
izpolzvano,"gr. Asenovgrad, Oblast Plovdiv",149 lv.,Samsung A3 2016 White,https://www.olx.bg/ad/samsung-a3-2016-white-CID632-ID8mcXp.html
izpolzvano,"Storgoziya, gr. Pleven, Oblast Pleven",110 lv.,Iphone 5 s,https://www.olx.bg/ad/iphone-5-s-CID632-ID8qbJB.html
izpolzvano,"Nadezhda 1, gr. Sofiya, Oblast Sofiya-grad",175 lv.,Nokia 5.1 plus - otlichna tsena i sastoyanie,https://www.olx.bg/ad/nokia-5-1-plus-otlichna-tsena-i-sastoyanie-CID632-ID8qbJv.html
izpolzvano,"Mladost 1A, gr. Sofiya, Oblast Sofiya-grad",1149 lv.,++OTLIChEN++ Iphone 11 Pro 64GB Silver Garantsiya!,https://www.olx.bg/ad/otlichen-iphone-11-pro-64gb-silver-garantsiya-CID632-ID8pRur.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",599 lv.,Iphone X 64GB Space Gray Garantsiya!,https://www.olx.bg/ad/iphone-x-64gb-space-gray-garantsiya-CID632-ID8pF3e.html
novo,"Mladost 1A, gr. Sofiya, Oblast Sofiya-grad",329 lv.,++ChISTO NOV++ TCL 10L 64GB 6GB RAM Garantsiya!,https://www.olx.bg/ad/chisto-nov-tcl-10l-64gb-6gb-ram-garantsiya-CID632-ID8ofZu.html
novo,"Mladost 1A, gr. Sofiya, Oblast Sofiya-grad",779 lv.,++ChISTO NOV++ Samsung Galaxy S10e Prism Black 2g. Garantsiya!,https://www.olx.bg/ad/chisto-nov-samsung-galaxy-s10e-prism-black-2g-garantsiya-CID632-ID8pyGj.html
izpolzvano,"gr. Asenovgrad, Oblast Plovdiv",120 lv.,Telefon Nokia 2.1,https://www.olx.bg/ad/telefon-nokia-2-1-CID632-ID8i9s4.html
novo,"Mladost 1A, gr. Sofiya, Oblast Sofiya-grad",529 lv.,++ChISTO NOV++ Xiaomi Mi 10 Lite 5G 128GB 6GB RAM 2g. Garantsiya!,https://www.olx.bg/ad/chisto-nov-xiaomi-mi-10-lite-5g-128gb-6gb-ram-2g-garantsiya-CID632-ID8pyof.html
izpolzvano,"Strumsko, gr. Blagoevgrad, Oblast Blagoevgrad",150 lv.,TELEFON ZTE blade v7 layt s 2 sim karti,https://www.olx.bg/ad/telefon-zte-blade-v7-layt-s-2-sim-karti-CID632-ID8hk2f.html
novo,"Kolyu Ficheto, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",849 lv.,Novi•iphone X 64/256 gb silver / space gray/optsiya-lizing ayfon H,https://www.olx.bg/ad/noviiphone-x-64-256-gb-silver-space-gray-optsiya-lizing-ayfon-h-CID632-ID8fK2S.html
izpolzvano,"Mladost 1A, gr. Sofiya, Oblast Sofiya-grad",569 lv.,++NOV++ Samsung Galaxy M51 128GB 6 RAM White 2g. Garantsiya!,https://www.olx.bg/ad/nov-samsung-galaxy-m51-128gb-6-ram-white-2g-garantsiya-CID632-ID8pqKD.html
