condition,location,price,title,url
izpolzvano,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",160.0,IPhone 6 16gb Space Gray,https://www.olx.bg/ad/iphone-6-16gb-space-gray-CID632-ID8siWb.html
izpolzvano,"Lyulin - tsentar, gr. Sofiya, Oblast Sofiya-grad",55.0,Nokia Lot telefoni,https://www.olx.bg/ad/nokia-lot-telefoni-CID632-ID7X22j.html
izpolzvano,"Bakston, gr. Sofiya, Oblast Sofiya-grad",11.0,Motorola one macro i huawei p 20 lite,https://www.olx.bg/ad/motorola-one-macro-i-huawei-p-20-lite-CID632-ID8jz4b.html
izpolzvano,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",3.0,"Prodavam stari telefoni Nokia, Samsung, Siemens, LG, Sony Ericsson",https://www.olx.bg/ad/prodavam-stari-telefoni-nokia-samsung-siemens-lg-sony-ericsson-CID632-ID8krRI.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",80.0,"Huawei Y5 ||,ram 1, 8 gb, zlatist",https://www.olx.bg/ad/huawei-y5-ram-1-8-gb-zlatist-CID632-ID8siVP.html
novo,"Opalchenski, gr. Stara Zagora, Oblast Stara Zagora",1599.0,Samsung Galaxy S21 Plus 5G,https://www.olx.bg/ad/samsung-galaxy-s21-plus-5g-CID632-ID8siPA.html
izpolzvano,"Zapad 2, gr. Targovishte, Oblast Targovishte",70.0,IPhone 5s za chasti,https://www.olx.bg/ad/iphone-5s-za-chasti-CID632-ID8opSg.html
izpolzvano,"gr. Kazanlak, Oblast Stara Zagora",379.0,IPhone 7 plus gold 128GB,https://www.olx.bg/ad/iphone-7-plus-gold-128gb-CID632-ID8siGv.html
izpolzvano,"Avtogara, gr. Dobrich, Oblast Dobrich",15.0,SAMSUNG raboteshti platka i displey,https://www.olx.bg/ad/samsung-raboteschi-platka-i-displey-CID632-ID88Va1.html
izpolzvano,"Nadezhda 3, gr. Sofiya, Oblast Sofiya-grad",840.0,Apple Xs Max 64 gb,https://www.olx.bg/ad/apple-xs-max-64-gb-CID632-ID7Race.html
izpolzvano,"Darvenitsa, gr. Sofiya, Oblast Sofiya-grad",15.0,Telefon,https://www.olx.bg/ad/telefon-CID632-ID7QQ9Y.html
izpolzvano,"gr. Gotse Delchev, Oblast Blagoevgrad",250.0,Iphone 7,https://www.olx.bg/ad/iphone-7-CID632-ID8siGC.html
izpolzvano,"s. Pancharevo, Oblast Sofiya-grad",150.0,Nokia 5.1 Dual Copper 16G,https://www.olx.bg/ad/nokia-5-1-dual-copper-16g-CID632-ID8siH7.html
izpolzvano,"Biznes park Varna, gr. Varna, Oblast Varna",170.0,Smartphone Huawei P smart,https://www.olx.bg/ad/smartphone-huawei-p-smart-CID632-ID8siHa.html
novo,"gr. Dimitrovgrad, Oblast Haskovo",2100.0,Samsyng S21 Ultra 5G,https://www.olx.bg/ad/samsyng-s21-ultra-5g-CID632-ID8siHf.html
novo,"gr. Byala, Oblast Ruse",501.0,Xaomi mi 10t lite 2 br.,https://www.olx.bg/ad/xaomi-mi-10t-lite-2-br-CID632-ID8siHn.html
novo,"Avtogara, gr. Dobrich, Oblast Dobrich",300.0,Huawei P Smart 2021 PERFEKTEN,https://www.olx.bg/ad/huawei-p-smart-2021-perfekten-CID632-ID8siIm.html
izpolzvano,"Druzhba 3, gr. Dobrich, Oblast Dobrich",39.0,Smartfon Estar x35,https://www.olx.bg/ad/smartfon-estar-x35-CID632-ID8siIX.html
izpolzvano,"Zapad, gr. Pazardzhik, Oblast Pazardzhik",320.0,Sony xperia XZ3 !,https://www.olx.bg/ad/sony-xperia-xz3-CID632-ID8j5zj.html
izpolzvano,"gr. Kozloduy, Oblast Vratsa",150.0,IPhone SE starata versiya,https://www.olx.bg/ad/iphone-se-starata-versiya-CID632-ID8siJr.html
izpolzvano,"Boyana, gr. Sofiya, Oblast Sofiya-grad",300.0,Nokia 1100 Rh-18 Germany,https://www.olx.bg/ad/nokia-1100-rh-18-germany-CID632-ID8hBpd.html
izpolzvano,"Akatsiya, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",170.0,İPhone.  6.  16gb,https://www.olx.bg/ad/phone-6-16gb-CID632-ID8siJL.html
izpolzvano,"Vazrazhdane, gr. Ruse, Oblast Ruse",170.0,Samsung S7 Edge Gold telefon,https://www.olx.bg/ad/samsung-s7-edge-gold-telefon-CID632-ID8hd0k.html
izpolzvano,"Banishora, gr. Sofiya, Oblast Sofiya-grad",139.0,"***Perfekten Samsung J5 Duos Gold 16gb 5.2"" Super AMOLED ***",https://www.olx.bg/ad/perfekten-samsung-j5-duos-gold-16gb-5-2-super-amoled-CID632-ID8rzcv.html
novo,"Lyulin 5, gr. Sofiya, Oblast Sofiya-grad",960.0,PERFEKTEN! Samsung Galaxy Note 10 256GB,https://www.olx.bg/ad/perfekten-samsung-galaxy-note-10-256gb-CID632-ID8qpZq.html
izpolzvano,"Balgarka, gr. Sliven, Oblast Sliven",1100.0,Huawei P40 Pro 256 gb.,https://www.olx.bg/ad/huawei-p40-pro-256-gb-CID632-ID8siKH.html
izpolzvano,"Mosta na Lyutata, gr. Pazardzhik, Oblast Pazardzhik",60.0,Huawei P10 Lite 32GB rom 3GB ram,https://www.olx.bg/ad/huawei-p10-lite-32gb-rom-3gb-ram-CID632-ID8siKb.html
izpolzvano,"Vitosha, gr. Sofiya, Oblast Sofiya-grad",290.0,IPhone 6s 64GB Space Grey,https://www.olx.bg/ad/iphone-6s-64gb-space-grey-CID632-ID8siKM.html
izpolzvano,"Lyulin 9, gr. Sofiya, Oblast Sofiya-grad",190.0,S7 Samsung Galaxy S7,https://www.olx.bg/ad/s7-samsung-galaxy-s7-CID632-ID7V0wf.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",70.0,Smartfon V7 Zyro - 16 GB 4G Dual SIM,https://www.olx.bg/ad/smartfon-v7-zyro-16-gb-4g-dual-sim-CID632-ID8bCLd.html
izpolzvano,"gr. Gotse Delchev, Oblast Blagoevgrad",980.0,IPhone  XS - 256 GB,https://www.olx.bg/ad/iphone-xs-256-gb-CID632-ID8siL4.html
novo,"s. Samovodene, Oblast Veliko Tarnovo",70.0,Nov telefon Alcatel,https://www.olx.bg/ad/nov-telefon-alcatel-CID632-ID8siC9.html
izpolzvano,"Dikisana, gr. Lovech, Oblast Lovech",400.0,Xiaomi MI 8,https://www.olx.bg/ad/xiaomi-mi-8-CID632-ID83bZO.html
izpolzvano,"gr. Chirpan, Oblast Stara Zagora",15.0,Telefon Privileg TV3,https://www.olx.bg/ad/telefon-privileg-tv3-CID632-ID7zB8b.html
izpolzvano,"Veselchane, gr. Kardzhali, Oblast Kardzhali",80.0,IPhone 5   raboti perfektno,https://www.olx.bg/ad/iphone-5-raboti-perfektno-CID632-ID8siy3.html
novo,"Tsentar, gr. Varna, Oblast Varna",100.0,Samsung galaxy s4,https://www.olx.bg/ad/samsung-galaxy-s4-CID632-ID8qkNr.html
novo,"m-t Borovets - sever, gr. Varna, Oblast Varna",299.0,Nov Telefon Samsung Note 20 sin s tsyal ekran,https://www.olx.bg/ad/nov-telefon-samsung-note-20-sin-s-tsyal-ekran-CID632-ID8qhON.html
izpolzvano,"Biznes hotel, gr. Varna, Oblast Varna",100.0,Smartphone Lenovo K6,https://www.olx.bg/ad/smartphone-lenovo-k6-CID632-ID8siA7.html
novo,"s. Belashtitsa, Oblast Plovdiv",2300.0,Samsung Galaxy S21 ULTRA 256GB,https://www.olx.bg/ad/samsung-galaxy-s21-ultra-256gb-CID632-ID8siBI.html
izpolzvano,"Veselchane, gr. Kardzhali, Oblast Kardzhali",210.0,Huawei p10 raboti perfektno,https://www.olx.bg/ad/huawei-p10-raboti-perfektno-CID632-ID8siyS.html
izpolzvano,"9-ti kvartal, gr. Pleven, Oblast Pleven",200.0,Smartfon LG K41s Dual Sim,https://www.olx.bg/ad/smartfon-lg-k41s-dual-sim-CID632-ID8siBQ.html
izpolzvano,"Uchilishtni, gr. Haskovo, Oblast Haskovo",50.0,Lot Telefoni Samsung Nokia,https://www.olx.bg/ad/lot-telefoni-samsung-nokia-CID632-ID8siCb.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",1399.0,Apple Iphone 11 Pro 64GB - Vtora upotreba s garantsiya,https://www.olx.bg/ad/apple-iphone-11-pro-64gb-vtora-upotreba-s-garantsiya-CID632-ID8siCj.html
izpolzvano,"Druzhba 2, gr. Sofiya, Oblast Sofiya-grad",250.0,Ayfon 7 32 GB Cheren,https://www.olx.bg/ad/ayfon-7-32-gb-cheren-CID632-ID8siCc.html
novo,"gr. Pirdop, Oblast Sofiya-oblast",470.0,Lenovo & iPad,https://www.olx.bg/ad/lenovo-ipad-CID632-ID8q1EO.html
izpolzvano,"Studentski grad, gr. Sofiya, Oblast Sofiya-grad",150.0,Telefon Nokia E 52-1,https://www.olx.bg/ad/telefon-nokia-e-52-1-CID632-ID8siCF.html
izpolzvano,"gr. Cherven bryag, Oblast Pleven",150.0,Nokia 7.2 128 gb,https://www.olx.bg/ad/nokia-7-2-128-gb-CID632-ID8siD7.html
novo,"gr. Sevlievo, Oblast Gabrovo",140.0,Huawei nova 5t Displey+Bateriya+ramka.,https://www.olx.bg/ad/huawei-nova-5t-displey-bateriya-ramka-CID632-ID8siD9.html
izpolzvano,"gr. Dryanovo, Oblast Gabrovo",190.0,İPhone  6s. 16gb,https://www.olx.bg/ad/phone-6s-16gb-CID632-ID8siCZ.html
izpolzvano,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",1349.0,Apple Iphone 11 Pro Max - Vtora upotreba s garantsiya,https://www.olx.bg/ad/apple-iphone-11-pro-max-vtora-upotreba-s-garantsiya-CID632-ID8siDp.html
izpolzvano,"Idealen tsentar, gr. Pleven, Oblast Pleven",80.0,Ksiaomi - redmi 6,https://www.olx.bg/ad/ksiaomi-redmi-6-CID632-ID8nVnT.html
izpolzvano,"Vastanicheski, gr. Plovdiv, Oblast Plovdiv",200.0,Iphone Se izpolzvan,https://www.olx.bg/ad/iphone-se-izpolzvan-CID632-ID8siCS.html
izpolzvano,"Druzhba 1, gr. Sofiya, Oblast Sofiya-grad",490.0,Iphone 8 plus 64gb,https://www.olx.bg/ad/iphone-8-plus-64gb-CID632-ID8siDy.html
novo,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",1199.0,NOV Xiaomi Black Shark 3 Pro 5G 256GB 12GB RAM - 12 mesetsa garantsiya !,https://www.olx.bg/ad/nov-xiaomi-black-shark-3-pro-5g-256gb-12gb-ram-12-mesetsa-garantsiya-CID632-ID8siy5.html
izpolzvano,"Boyana, gr. Sofiya, Oblast Sofiya-grad",1249.0,Iphone 11 Pro Max 64GB Silver Otlichen,https://www.olx.bg/ad/iphone-11-pro-max-64gb-silver-otlichen-CID632-ID8rJ8S.html
izpolzvano,"gr. Velingrad, Oblast Pazardzhik",220.0,Samsung a20 upotrebyavan,https://www.olx.bg/ad/samsung-a20-upotrebyavan-CID632-ID8sipO.html
izpolzvano,"Tsentar, gr. Ruse, Oblast Ruse",440.0,İphone 8 64gb,https://www.olx.bg/ad/phone-8-64gb-CID632-ID8nHjk.html
novo,"Idealen tsentar, gr. Pazardzhik, Oblast Pazardzhik",300.0,Honor view 20 moschino edition,https://www.olx.bg/ad/honor-view-20-moschino-edition-CID632-ID7TuTz.html
novo,"Belomorski, gr. Plovdiv, Oblast Plovdiv",300.0,Huawei p20 128GB BARTER,https://www.olx.bg/ad/huawei-p20-128gb-barter-CID632-ID8pxH6.html
novo,"Bakston, gr. Sofiya, Oblast Sofiya-grad",1649.0,"Samsung galaxy S21+, Silver",https://www.olx.bg/ad/samsung-galaxy-s21-silver-CID632-ID8sir2.html
novo,"Trakiya, gr. Plovdiv, Oblast Plovdiv",290.0,"Nov Model Huawei P40 Lite 128GB 6GB Dual, 4G, kameri, garantsiya!",https://www.olx.bg/ad/nov-model-huawei-p40-lite-128gb-6gb-dual-4g-kameri-garantsiya-CID632-ID8siqY.html
izpolzvano,"gr. Chirpan, Oblast Stara Zagora",30.0,Samsung Galaxy J6+,https://www.olx.bg/ad/samsung-galaxy-j6-CID632-ID8sirA.html
izpolzvano,"Lyatno kino Trakiya, gr. Varna, Oblast Varna",700.0,Samsung galaxy s10 plus perfekten,https://www.olx.bg/ad/samsung-galaxy-s10-plus-perfekten-CID632-ID8sipL.html
izpolzvano,"gr. Kazanlak, Oblast Stara Zagora",80.0,Iphone 6+,https://www.olx.bg/ad/iphone-6-CID632-ID8sitg.html
novo,"gr. Velingrad, Oblast Pazardzhik",650.0,Iphone XR,https://www.olx.bg/ad/iphone-xr-CID632-ID8sitq.html
izpolzvano,"gr. Karlovo, Oblast Plovdiv",450.0,Iphone 8,https://www.olx.bg/ad/iphone-8-CID632-ID8sitn.html
novo,"Boyana, gr. Sofiya, Oblast Sofiya-grad",1049.0,NOV! Iphone 11 64GB Black Garantsiya,https://www.olx.bg/ad/nov-iphone-11-64gb-black-garantsiya-CID632-ID8sitx.html
novo,"Boyana, gr. Sofiya, Oblast Sofiya-grad",2149.0,NOV! Zapechatan! Iphone 12 Pro Max 128GB Silver Garantsiya 24 mesetsa,https://www.olx.bg/ad/nov-zapechatan-iphone-12-pro-max-128gb-silver-garantsiya-24-mesetsa-CID632-ID8siug.html
izpolzvano,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",22.0,Soni erikson,https://www.olx.bg/ad/soni-erikson-CID632-ID81ZAU.html
novo,"Boyana, gr. Sofiya, Oblast Sofiya-grad",1639.0,NOV! Zapechatan! Iphone 12 256GB Black Garantsiya 24 mesetsa,https://www.olx.bg/ad/nov-zapechatan-iphone-12-256gb-black-garantsiya-24-mesetsa-CID632-ID8siuL.html
izpolzvano,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",19.0,Lot telefoni za rabota,https://www.olx.bg/ad/lot-telefoni-za-rabota-CID632-ID81ZBZ.html
izpolzvano,"gr. Nova Zagora, Oblast Sliven",250.0,Iphone 6s 16GB Space Grey,https://www.olx.bg/ad/iphone-6s-16gb-space-grey-CID632-ID8a9m8.html
izpolzvano,"Mala Kutlovitsa, gr. Montana, Oblast Montana",145.0,IPhone 6,https://www.olx.bg/ad/iphone-6-CID632-ID8siw0.html
izpolzvano,"Tsentar, gr. Yambol, Oblast Yambol",259.0,XIAOMI Redmi Note 4 Dual SIM,https://www.olx.bg/ad/xiaomi-redmi-note-4-dual-sim-CID632-ID7FIJR.html
novo,"Tsentar, gr. Yambol, Oblast Yambol",149.0,Nokia 5510,https://www.olx.bg/ad/nokia-5510-CID632-ID6I4o1.html
izpolzvano,"Tsentar, gr. Yambol, Oblast Yambol",269.0,Samsung Galaxy J7 (2016) Zlatis tsvyat,https://www.olx.bg/ad/samsung-galaxy-j7-2016-zlatis-tsvyat-CID632-ID7FIM0.html
izpolzvano,"s. Galata, Oblast Lovech",320.0,Prodavam samsung s6+edzhe,https://www.olx.bg/ad/prodavam-samsung-s6-edzhe-CID632-ID8028J.html
novo,"Kyuchuk Parizh, gr. Plovdiv, Oblast Plovdiv",5.0,Statsionaren telefon s kabel,https://www.olx.bg/ad/statsionaren-telefon-s-kabel-CID632-ID8aZjh.html
izpolzvano,"Idealen tsentar, gr. Montana, Oblast Montana",260.0,Samsung Galaxy S7 - 4 ram / 32GB +bezzhichno zaryadno - 260 lv.,https://www.olx.bg/ad/samsung-galaxy-s7-4-ram-32gb-bezzhichno-zaryadno-260-lv-CID632-ID8siiD.html
izpolzvano,"Tsentar, gr. Ruse, Oblast Ruse",429.0,Samsung Galaxy A51 DUAL SIM 128GB/6GB RAM Black. Garantsiya!,https://www.olx.bg/ad/samsung-galaxy-a51-dual-sim-128gb-6gb-ram-black-garantsiya-CID632-ID8j1Hp.html
izpolzvano,"Borovets, gr. Targovishte, Oblast Targovishte",80.0,Telefon/smartfon,https://www.olx.bg/ad/telefon-smartfon-CID632-ID8d4zu.html
izpolzvano,"gr. Kubrat, Oblast Razgrad",180.0,Samaung galaxy s6 edge kato nov,https://www.olx.bg/ad/samaung-galaxy-s6-edge-kato-nov-CID632-ID8siiK.html
izpolzvano,"Lagera, gr. Sofiya, Oblast Sofiya-grad",50.0,Blackberry 9900,https://www.olx.bg/ad/blackberry-9900-CID632-ID8pVLN.html
izpolzvano,"gr. Kozloduy, Oblast Vratsa",900.0,Samsung Galaxy s10 plyus,https://www.olx.bg/ad/samsung-galaxy-s10-plyus-CID632-ID8sij5.html
novo,"Mladost 4, gr. Sofiya, Oblast Sofiya-grad",2175.0,Iphone 12Pro Max 128GB Silver,https://www.olx.bg/ad/iphone-12pro-max-128gb-silver-CID632-ID8rpfy.html
novo,"Mladost 4, gr. Sofiya, Oblast Sofiya-grad",2200.0,Nalichen!! Iphone 12 Pro max 128GB GOLD,https://www.olx.bg/ad/nalichen-iphone-12-pro-max-128gb-gold-CID632-ID8oTiK.html
izpolzvano,"Tsentar, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",549.0,Kato Nov Samsung S10 128GB s Garantsiya,https://www.olx.bg/ad/kato-nov-samsung-s10-128gb-s-garantsiya-CID632-ID8sijW.html
izpolzvano,"Zaharna fabrika, gr. Plovdiv, Oblast Plovdiv",110.0,Samsung galaxy s6 edge,https://www.olx.bg/ad/samsung-galaxy-s6-edge-CID632-ID8siiV.html
izpolzvano,"gr. Breznik, Oblast Pernik",60.0,Mobilen telefon Lenovo,https://www.olx.bg/ad/mobilen-telefon-lenovo-CID632-ID8sikr.html
novo,"Operata, gr. Varna, Oblast Varna",380.0,Xiaomi Note 9 Pro,https://www.olx.bg/ad/xiaomi-note-9-pro-CID632-ID8sijt.html
izpolzvano,"gr. Svishtov, Oblast Veliko Tarnovo",599.0,Samsung Galaxy S10,https://www.olx.bg/ad/samsung-galaxy-s10-CID632-ID8sijM.html
izpolzvano,"Okrazhna bolnitsa, gr. Pazardzhik, Oblast Pazardzhik",150.0,Huawei p20 pro 40 mp,https://www.olx.bg/ad/huawei-p20-pro-40-mp-CID632-ID8sikH.html
izpolzvano,"Gagarin, gr. Plovdiv, Oblast Plovdiv",135.0,Lenovo a6 note 2020,https://www.olx.bg/ad/lenovo-a6-note-2020-CID632-ID8shMO.html
novo,"Izgrev, gr. Plovdiv, Oblast Plovdiv",330.0,Huawei honor 9 lite,https://www.olx.bg/ad/huawei-honor-9-lite-CID632-ID7H2nF.html
izpolzvano,"gr. Kazanlak, Oblast Stara Zagora",400.0,Huawei Mate 20!!!,https://www.olx.bg/ad/huawei-mate-20-CID632-ID8416E.html
izpolzvano,"Zdravets Sever 1, gr. Ruse, Oblast Ruse",130.0,LG/Sagem/Motorola/Alcatel/Panasonic/Nokia/Siemens/Telenor/Sony/Samsung,https://www.olx.bg/ad/lg-sagem-motorola-alcatel-panasonic-nokia-siemens-telenor-sony-samsung-CID632-ID5w7BK.html
izpolzvano,"Zona B-19, gr. Sofiya, Oblast Sofiya-grad",320.0,Iphone 6s 32 gb,https://www.olx.bg/ad/iphone-6s-32-gb-CID632-ID8sim0.html
izpolzvano,"Balik, gr. Dobrich, Oblast Dobrich",40.0,Nokia C5-03,https://www.olx.bg/ad/nokia-c5-03-CID632-ID85XPy.html
novo,"s. Avren, Oblast Varna",250.0,Honor 8a 3GB RAM +32GB ROM +SD Card Bar,https://www.olx.bg/ad/honor-8a-3gb-ram-32gb-rom-sd-card-bar-CID632-ID8sim3.html
izpolzvano,"Belomorski, gr. Plovdiv, Oblast Plovdiv",40.0,Huawei p8 lite za chasti,https://www.olx.bg/ad/huawei-p8-lite-za-chasti-CID632-ID8simO.html
izpolzvano,"Hale, gr. Yambol, Oblast Yambol",45.0,Telefon my phone,https://www.olx.bg/ad/telefon-my-phone-CID632-ID83o0O.html
izpolzvano,"s. Samoranovo, Oblast Kyustendil",160.0,Iphone 6s 16GB,https://www.olx.bg/ad/iphone-6s-16gb-CID632-ID8sibo.html
izpolzvano,"Operata, gr. Varna, Oblast Varna",180.0,Prodavam iPhone SE 32GB,https://www.olx.bg/ad/prodavam-iphone-se-32gb-CID632-ID8oCqa.html
izpolzvano,"gr. Gorna Oryahovitsa, Oblast Veliko Tarnovo",35.0,Stari raboteshti telefoni i nyakolko za razkodirvane,https://www.olx.bg/ad/stari-raboteschi-telefoni-i-nyakolko-za-razkodirvane-CID632-ID8qud0.html
izpolzvano,"s. Rakitnitsa, Oblast Stara Zagora",699.0,Iphone 10 64gb,https://www.olx.bg/ad/iphone-10-64gb-CID632-ID8pkZT.html
izpolzvano,"Studentski grad, gr. Sofiya, Oblast Sofiya-grad",160.0,Motorola Moto XT1625,https://www.olx.bg/ad/motorola-moto-xt1625-CID632-ID7TwJf.html
izpolzvano,"Ovcha kupel, gr. Sofiya, Oblast Sofiya-grad",999.0,Apple iPhone 11 128 GB kato nov 24m.garantsiya ot A1 otklyuchen za vsichki,https://www.olx.bg/ad/apple-iphone-11-128-gb-kato-nov-24m-garantsiya-ot-a1-otklyuchen-za-vsichki-CID632-ID80ALd.html
izpolzvano,"Svoboda, gr. Sofiya, Oblast Sofiya-grad",340.0,IPhone 7,https://www.olx.bg/ad/iphone-7-CID632-ID8lTNq.html
izpolzvano,"s. Samoranovo, Oblast Kyustendil",60.0,Iphone 5 16GB,https://www.olx.bg/ad/iphone-5-16gb-CID632-ID8sidP.html
izpolzvano,"Ovcha kupel 1, gr. Sofiya, Oblast Sofiya-grad",1459.0,Apple iPhone 11 Pro Max 64GB 24m.garantsiya ot A1 Otklyuchen za vsichki ope,https://www.olx.bg/ad/apple-iphone-11-pro-max-64gb-24m-garantsiya-ot-a1-otklyuchen-za-vsichki-ope-CID632-ID8rrpl.html
izpolzvano,"Ovcha kupel 1, gr. Sofiya, Oblast Sofiya-grad",1399.0,Samsung Galaxy S20 Ultra 5G Black Chren 24m.garantsiya ot A1 Otklyuchen za,https://www.olx.bg/ad/samsung-galaxy-s20-ultra-5g-black-chren-24m-garantsiya-ot-a1-otklyuchen-za-CID632-ID8i8OA.html
izpolzvano,"Ovcha kupel 1, gr. Sofiya, Oblast Sofiya-grad",999.0,Samsung Note 10 Plus + 256gb Aura Black kato nov 24m.garantsiya ot A1,https://www.olx.bg/ad/samsung-note-10-plus-256gb-aura-black-kato-nov-24m-garantsiya-ot-a1-CID632-ID8goKT.html
izpolzvano,"Osvobozhdenie, gr. Blagoevgrad, Oblast Blagoevgrad",12.0,Statsionaren telefon  Gigaset DA210,https://www.olx.bg/ad/statsionaren-telefon-gigaset-da210-CID632-ID88ypJ.html
izpolzvano,"Svoboda, gr. Sofiya, Oblast Sofiya-grad",440.0,IPhone 7,https://www.olx.bg/ad/iphone-7-CID632-ID8lTQi.html
izpolzvano,"Ovcha kupel, gr. Sofiya, Oblast Sofiya-grad",399.0,Apple iPhone 8 Silver 64GB Izryaden otklyuchen za vsichki operatori Ful p,https://www.olx.bg/ad/apple-iphone-8-silver-64gb-izryaden-otklyuchen-za-vsichki-operatori-ful-p-CID632-ID8bI2k.html
izpolzvano,"Ovcha kupel, gr. Sofiya, Oblast Sofiya-grad",759.0,Apple iPhone XS 64GB Silver Otklyuchen za vsichki operatori po sveta,https://www.olx.bg/ad/apple-iphone-xs-64gb-silver-otklyuchen-za-vsichki-operatori-po-sveta-CID632-ID821fq.html
novo,"Hristo Botev, gr. Vidin, Oblast Vidin",800.0,Samsung galaxy S20 FE nov!,https://www.olx.bg/ad/samsung-galaxy-s20-fe-nov-CID632-ID8siej.html
izpolzvano,"Kaptazha, gr. Smolyan, Oblast Smolyan",390.0,Samsung galaxy S10E,https://www.olx.bg/ad/samsung-galaxy-s10e-CID632-ID8j5lo.html
izpolzvano,"Ovcha kupel 1, gr. Sofiya, Oblast Sofiya-grad",1259.0,Apple iPhone 11 Pro 64GB Space Gray perfektni garantsionni otklyucheni,https://www.olx.bg/ad/apple-iphone-11-pro-64gb-space-gray-perfektni-garantsionni-otklyucheni-CID632-ID8rrr9.html
izpolzvano,"Tsentar, gr. Plovdiv, Oblast Plovdiv",500.0,IPhone 8 Gold 64gb KATO NOV!!!,https://www.olx.bg/ad/iphone-8-gold-64gb-kato-nov-CID632-ID8ffgu.html
novo,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",240.0,"Oukitel C21, Nov, 6,4 incha, 4000mah, 4gb+64gb, Chetvorna Kamera",https://www.olx.bg/ad/oukitel-c21-nov-6-4-incha-4000mah-4gb-64gb-chetvorna-kamera-CID632-ID8mOOO.html
novo,"Dobrudzhanski, gr. Shumen, Oblast Shumen",950.0,Prodavam Huawei P40 pro,https://www.olx.bg/ad/prodavam-huawei-p40-pro-CID632-ID8sib5.html
novo,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",320.0,"Nov Xiaomi Redmi Note 9, 128gb, 4gb ram, Globalen, 48mp, 5020mah",https://www.olx.bg/ad/nov-xiaomi-redmi-note-9-128gb-4gb-ram-globalen-48mp-5020mah-CID632-ID8eS9w.html
novo,"Ovcha kupel 1, gr. Sofiya, Oblast Sofiya-grad",499.0,Samsung Galaxy S9 Plus + 128GB demonstratsionen ultravioletov otklyuchen,https://www.olx.bg/ad/samsung-galaxy-s9-plus-128gb-demonstratsionen-ultravioletov-otklyuchen-CID632-ID8rgpA.html
novo,"Lozenets, gr. Sofiya, Oblast Sofiya-grad",1430.0,"Nerazpechatan Samsung S20 5G, 3g. Garantsiya, 128 Gb , 12Gb RAM",https://www.olx.bg/ad/nerazpechatan-samsung-s20-5g-3g-garantsiya-128-gb-12gb-ram-CID632-ID8qUV4.html
izpolzvano,"s. Petarch, Oblast Sofiya-oblast",349.0,Huawei nova 5t,https://www.olx.bg/ad/huawei-nova-5t-CID632-ID8sif1.html
izpolzvano,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",70.0,Mobilen telefon iPhone 4S,https://www.olx.bg/ad/mobilen-telefon-iphone-4s-CID632-ID8si4i.html
izpolzvano,"Ostromila, gr. Plovdiv, Oblast Plovdiv",270.0,Iphone 7 32gb matte black,https://www.olx.bg/ad/iphone-7-32gb-matte-black-CID632-ID8q5df.html
izpolzvano,"Musagenitsa, gr. Sofiya, Oblast Sofiya-grad",659.0,Samsung Galaxy S10 128GB Prism Green Perfekten! Garantsiya!,https://www.olx.bg/ad/samsung-galaxy-s10-128gb-prism-green-perfekten-garantsiya-CID632-ID8s870.html
izpolzvano,"Gagarin, gr. Plovdiv, Oblast Plovdiv",850.0,IPhone XR 128GB red,https://www.olx.bg/ad/iphone-xr-128gb-red-CID632-ID87hD3.html
izpolzvano,"Musagenitsa, gr. Sofiya, Oblast Sofiya-grad",929.0,Iphone XS Max 256GB Silver Neverlock Perfekten! 100% bateriya! Garantsiya,https://www.olx.bg/ad/iphone-xs-max-256gb-silver-neverlock-perfekten-100-bateriya-garantsiya-CID632-ID8oDOl.html
izpolzvano,"Vinitsa, gr. Varna, Oblast Varna",137.0,Samsung A5 2017   smartfon,https://www.olx.bg/ad/samsung-a5-2017-smartfon-CID632-ID8oWDW.html
izpolzvano,"Targoviya na edro, gr. Ruse, Oblast Ruse",200.0,Huawei mate 20 lite,https://www.olx.bg/ad/huawei-mate-20-lite-CID632-ID8si4w.html
izpolzvano,"Meden rudnik - zona B, gr. Burgas, Oblast Burgas",600.0,IPhone X 64Gb,https://www.olx.bg/ad/iphone-x-64gb-CID632-ID8si6v.html
novo,"Marasha, gr. Plovdiv, Oblast Plovdiv",20.0,Bezzhichen statsionaren telefon,https://www.olx.bg/ad/bezzhichen-statsionaren-telefon-CID632-ID8si6i.html
izpolzvano,"Meden rudnik - zona B, gr. Burgas, Oblast Burgas",700.0,IPhone XS 64Gb,https://www.olx.bg/ad/iphone-xs-64gb-CID632-ID8si6J.html
